price,maintenance,doors,seats,storage,safety,shouldBuy
low,low,3,2,small,low,acc
high,med,4,4,med,high,unacc
high,high,2,more,small,high,
low,vhigh,5more,2,med,high,unacc
,med,3,4,small,high,unacc
med,med,5more,2,small,med,unacc
vhigh,,4,2,med,high,unacc
med,vhigh,3,2,,med,unacc
vhigh,high,3,more,big,med,good
high,low,3,4,big,med,unacc
null,high,5more,4,med,med,unacc
vhigh,,NaN,2,big,high,unacc
high,med,2,more,med,low,unacc
high,vhigh,2,more,small,med,unacc
high,vhigh,3,2,med,low,unacc
low,high,2,more,med,high,unacc
low,,3,4,small,high,unacc
vhigh,high,2,4,big,low,
high,high,3,2,med,med,unacc
low,med,2,more,big,low,good
high,,3,2,med,low,unacc
vhigh,low,4,more,big,low,acc
low,high,5more,more,small,low,unacc
low,low,5more,4,med,med,unacc
med,low,4,more,small,med,unacc
vhigh,med,3,2,small,high,acc
low,vhigh,3,2,med,med,acc
vhigh,med,3,4,small,high,unacc
vhigh,low,3,more,big,high,null
high,vhigh,4,4,small,med,unacc
vhigh,high,4,2,small,med,unacc
med,high,4,4,big,med,unacc
low,high,4,2,small,high,unacc
vhigh,low,4,2,med,med,unacc
vhigh,med,3,more,med,med,unacc
high,null,2,2,med,low,unacc
high,low,3,more,med,high,acc
med,vhigh,5more,more,big,low,unacc
vhigh,high,5more,2,med,low,acc
vhigh,med,5more,2,med,high,unacc
vhigh,high,4,more,small,low,unacc
vhigh,high,3,2,med,med,unacc
low,low,3,2,small,med,unacc
vhigh,high,4,more,big,high,unacc
vhigh,low,5more,4,med,low,acc
low,high,5more,2,med,med,unacc
high,vhigh,4,more,med,med,unacc
med,vhigh,5more,4,big,,unacc
vhigh,med,2,more,big,low,unacc
NaN,low,3,more,big,med,unacc
vhigh,med,4,more,med,high,acc
high,med,3,2,big,high,unacc
low,vhigh,3,4,small,high,unacc
low,high,4,4,small,low,acc
low,vhigh,4,4,med,high,unacc
vhigh,med,3,more,big,high,acc
high,,2,2,big,low,unacc
med,high,NaN,2,small,med,null
low,low,3,more,small,med,unacc
vhigh,high,5more,4,big,low,unacc
med,high,2,4,med,low,unacc
low,low,2,2,small,med,unacc
vhigh,low,2,2,small,high,acc
,high,4,4,med,med,unacc
med,vhigh,4,more,big,med,
NaN,high,4,4,,high,unacc
vhigh,low,4,more,big,med,vgood
med,high,3,more,med,low,vgood
high,,3,2,big,low,
high,low,5more,2,big,med,unacc
med,high,3,more,small,high,unacc
low,low,2,4,med,med,unacc
null,low,5more,,small,med,acc
low,med,2,2,big,high,
,med,4,4,small,high,unacc
low,vhigh,3,4,small,high,unacc
low,high,2,4,med,low,good
high,med,4,4,med,low,unacc
vhigh,med,5more,more,med,high,unacc
high,med,2,2,small,low,unacc
med,high,4,4,small,high,unacc
high,low,5more,4,small,med,unacc
vhigh,low,4,more,med,low,unacc
high,low,2,2,big,low,good
low,vhigh,4,4,big,med,vgood
vhigh,med,4,4,big,low,unacc
,vhigh,3,2,med,low,unacc
high,high,2,more,med,high,acc
high,med,5more,4,big,high,unacc
low,low,4,4,med,med,unacc
vhigh,vhigh,3,more,small,high,unacc
low,high,5more,4,big,low,unacc
high,low,null,more,small,high,unacc
high,low,5more,more,big,high,acc
vhigh,med,5more,2,,med,unacc
high,vhigh,5more,4,med,med,unacc
vhigh,low,3,4,med,med,unacc
med,vhigh,2,4,small,high,unacc
high,null,2,2,NaN,,unacc
vhigh,NaN,2,4,med,med,unacc
vhigh,vhigh,5more,4,med,high,good
low,med,4,4,big,low,unacc
high,high,2,4,big,high,unacc
low,low,3,4,med,med,unacc
vhigh,vhigh,4,4,small,high,unacc
med,low,3,4,small,null,good
med,med,5more,,small,high,acc
high,vhigh,5more,2,med,med,vgood
med,low,2,2,med,low,unacc
high,low,2,4,big,low,unacc
high,med,4,4,med,,unacc
vhigh,low,5more,4,med,low,unacc
vhigh,vhigh,5more,4,med,high,unacc
vhigh,high,3,more,big,med,good
low,low,4,2,small,low,acc
vhigh,med,2,2,small,high,unacc
,med,4,4,big,low,vgood
vhigh,vhigh,3,more,small,low,acc
low,high,2,more,big,high,acc
vhigh,high,3,2,small,high,acc
med,med,2,2,med,low,acc
high,high,2,more,small,med,unacc
med,high,5more,2,med,med,acc
med,vhigh,2,,big,low,unacc
low,high,2,more,big,med,acc
med,,2,more,big,med,unacc
vhigh,high,3,2,big,high,unacc
high,vhigh,4,2,small,med,unacc
med,med,3,more,big,med,unacc
med,low,3,more,big,med,acc
high,vhigh,3,4,big,low,acc
vhigh,low,3,4,med,low,unacc
med,med,2,more,med,high,unacc
high,vhigh,4,4,small,high,unacc
vhigh,med,2,4,small,high,unacc
vhigh,low,3,,med,med,acc
vhigh,med,4,4,med,med,acc
low,med,4,more,med,low,unacc
vhigh,vhigh,3,,big,low,acc
vhigh,low,4,more,big,low,
high,med,3,4,big,high,
low,low,2,more,small,high,acc
vhigh,vhigh,2,4,big,med,unacc
med,med,4,more,small,high,acc
low,high,5more,2,big,med,acc
high,med,3,2,small,med,
low,med,2,4,med,high,unacc
med,vhigh,4,2,big,med,unacc
low,med,2,2,med,,unacc
med,vhigh,4,4,small,low,unacc
vhigh,med,3,4,small,low,unacc
vhigh,vhigh,2,more,big,low,unacc
low,high,5more,4,med,high,unacc
low,low,null,more,small,high,vgood
high,vhigh,4,4,big,low,good
high,high,3,4,small,high,unacc
med,low,5more,4,small,med,unacc
vhigh,high,3,4,med,low,unacc
low,vhigh,2,more,med,high,unacc
vhigh,high,2,2,small,med,unacc
low,low,2,4,big,med,unacc
med,,4,4,big,high,unacc
vhigh,low,2,4,small,low,unacc
high,,4,2,null,high,unacc
med,med,4,2,small,med,vgood
vhigh,med,5more,4,big,med,acc
med,med,3,2,med,high,acc
low,low,5more,more,med,med,unacc
vhigh,high,5more,more,med,low,acc
vhigh,high,5more,more,med,med,unacc
vhigh,vhigh,5more,4,med,high,unacc
high,low,3,4,big,high,unacc
med,vhigh,4,4,small,high,unacc
high,med,3,more,med,low,unacc
high,vhigh,2,more,med,med,unacc
med,high,3,more,med,high,unacc
null,med,3,4,big,high,unacc
vhigh,med,5more,4,med,low,unacc
vhigh,high,3,4,med,high,acc
med,med,4,2,med,high,unacc
vhigh,,,4,,high,unacc
low,high,5more,2,big,low,unacc
vhigh,low,5more,more,big,low,acc
med,vhigh,3,more,big,med,unacc
high,med,2,4,small,high,unacc
med,low,2,,med,med,acc
med,vhigh,3,2,med,high,NaN
high,vhigh,3,2,med,med,good
low,high,3,4,small,high,good
vhigh,med,2,2,med,med,acc
low,high,2,more,med,low,unacc
high,vhigh,4,more,med,low,acc
null,med,2,2,big,high,unacc
high,med,2,4,big,med,unacc
med,med,4,2,big,,acc
low,med,5more,4,med,low,unacc
vhigh,vhigh,5more,2,small,med,unacc
vhigh,low,2,more,med,NaN,acc
high,low,4,2,small,low,vgood
med,high,2,more,small,low,unacc
low,vhigh,3,4,big,low,unacc
low,vhigh,4,null,small,med,
high,med,3,2,big,high,unacc
low,high,5more,more,small,low,unacc
vhigh,med,4,more,med,low,unacc
,vhigh,2,4,big,low,unacc
low,vhigh,3,4,big,high,acc
low,high,4,more,big,high,unacc
,high,4,4,med,med,vgood
med,NaN,,more,med,,unacc
low,vhigh,3,more,small,med,unacc
null,med,3,2,small,med,vgood
high,high,null,2,med,low,vgood
med,med,4,more,small,med,unacc
low,vhigh,4,4,big,high,unacc
high,vhigh,2,2,med,high,unacc
med,low,3,more,big,,unacc
high,high,4,,med,low,unacc
NaN,high,3,2,small,med,unacc
vhigh,low,2,4,med,low,acc
vhigh,NaN,3,4,big,high,unacc
vhigh,low,2,2,big,med,unacc
vhigh,low,5more,2,big,med,unacc
low,low,3,4,med,high,unacc
vhigh,vhigh,4,4,med,med,unacc
vhigh,med,5more,more,small,low,acc
low,high,4,2,big,low,unacc
med,vhigh,5more,more,small,high,unacc
med,high,4,4,small,low,unacc
med,low,5more,4,med,low,unacc
high,low,5more,more,small,high,good
med,vhigh,5more,more,big,null,unacc
low,med,2,4,small,low,acc
med,,2,more,big,high,unacc
high,null,3,2,big,low,acc
high,med,,4,small,high,unacc
,high,,2,med,low,acc
low,vhigh,3,4,big,low,unacc
med,high,5more,2,big,high,good
med,med,3,4,med,med,unacc
low,vhigh,2,2,med,low,unacc
low,low,2,more,med,high,unacc
low,high,3,2,small,med,acc
low,,5more,2,big,low,unacc
low,low,5more,more,med,,unacc
low,vhigh,5more,2,med,high,unacc
low,low,4,4,small,low,acc
high,vhigh,3,2,big,med,unacc
vhigh,vhigh,,4,big,med,acc
med,high,4,4,big,med,unacc
high,vhigh,4,more,med,high,unacc
high,med,2,more,med,low,acc
med,med,2,2,small,low,unacc
high,high,3,4,med,low,unacc
low,vhigh,2,4,med,low,unacc
high,med,5more,,med,low,
med,low,5more,more,med,med,unacc
vhigh,med,2,more,med,med,unacc
med,vhigh,4,4,small,low,unacc
vhigh,low,5more,2,med,med,unacc
low,med,3,4,small,med,unacc
high,low,5more,more,med,high,unacc
med,vhigh,4,4,small,low,unacc
med,med,3,4,big,med,unacc
vhigh,high,4,more,big,med,unacc
high,low,4,more,big,med,unacc
med,high,3,more,big,med,unacc
med,high,5more,4,med,high,unacc
high,high,2,more,big,high,
low,low,4,4,med,low,acc
vhigh,med,4,2,small,med,unacc
med,low,5more,2,small,high,unacc
high,low,5more,4,big,low,unacc
low,med,3,more,small,med,acc
med,vhigh,2,2,med,low,unacc
low,med,5more,more,big,med,unacc
med,low,2,2,big,med,unacc
,low,2,2,small,med,unacc
low,high,4,2,med,low,unacc
vhigh,,5more,more,small,med,unacc
low,low,3,more,big,med,acc
high,vhigh,2,4,med,med,acc
med,vhigh,3,2,small,high,unacc
low,vhigh,4,2,med,high,unacc
low,vhigh,5more,4,big,high,unacc
med,high,3,2,med,low,unacc
med,,4,2,small,med,unacc
low,med,3,more,small,med,unacc
vhigh,med,2,4,small,,unacc
med,med,4,2,small,low,acc
low,med,3,null,big,med,unacc
high,vhigh,3,2,small,high,unacc
vhigh,med,4,more,big,med,unacc
high,low,3,,small,high,
med,vhigh,4,4,med,high,unacc
med,low,4,2,med,high,acc
vhigh,vhigh,4,2,small,low,unacc
med,med,5more,more,big,high,acc
high,med,3,4,med,,unacc
low,low,2,4,big,low,unacc
low,low,3,2,big,med,unacc
high,med,5more,4,small,high,unacc
null,low,3,null,small,low,unacc
med,low,2,2,small,low,
med,low,3,more,null,med,unacc
vhigh,vhigh,2,2,big,high,unacc
low,low,NaN,4,small,high,unacc
vhigh,vhigh,2,2,med,high,unacc
high,low,2,more,med,low,unacc
high,null,5more,4,big,low,unacc
vhigh,high,5more,4,big,low,unacc
vhigh,high,2,more,med,high,unacc
low,high,3,more,small,high,unacc
high,vhigh,5more,4,med,med,acc
vhigh,low,5more,4,med,,acc
low,vhigh,2,4,small,low,unacc
med,low,5more,more,med,med,unacc
med,med,3,4,small,high,unacc
low,high,4,more,big,high,unacc
vhigh,high,3,more,med,low,unacc
low,vhigh,5more,2,med,high,unacc
low,med,4,2,small,low,unacc
vhigh,low,4,2,small,low,vgood
med,high,5more,2,big,med,acc
low,high,3,4,small,med,acc
med,high,4,more,med,high,unacc
low,high,3,,big,low,acc
high,med,3,4,big,high,unacc
vhigh,low,3,more,med,med,unacc
med,vhigh,2,more,big,,unacc
vhigh,low,3,2,small,high,unacc
med,vhigh,5more,4,small,med,unacc
med,med,5more,4,med,high,unacc
vhigh,high,5more,2,big,low,null
low,high,4,more,med,high,unacc
low,high,2,2,med,low,unacc
,,4,4,big,high,acc
med,med,3,2,small,med,acc
vhigh,vhigh,4,more,small,low,unacc
med,vhigh,NaN,2,med,med,unacc
low,high,2,2,small,high,unacc
vhigh,vhigh,5more,more,med,med,unacc
vhigh,med,5more,4,small,med,unacc
med,low,3,more,small,low,acc
high,low,3,2,big,med,unacc
low,low,4,2,med,med,unacc
low,low,2,more,big,med,acc
med,med,2,more,med,med,unacc
med,med,2,2,big,low,unacc
high,low,4,4,,high,acc
low,low,4,2,med,med,unacc
high,med,,2,big,high,unacc
NaN,high,2,2,small,low,unacc
vhigh,NaN,5more,4,small,,unacc
,vhigh,4,4,med,med,good
high,med,4,2,big,high,vgood
med,vhigh,,more,big,high,acc
low,med,3,more,med,low,acc
low,vhigh,2,2,small,high,unacc
low,vhigh,4,2,med,null,unacc
high,med,4,2,small,med,unacc
med,low,5more,2,big,high,unacc
med,low,2,more,big,high,unacc
med,vhigh,4,2,small,high,good
high,vhigh,2,4,big,high,unacc
high,vhigh,2,4,med,med,
med,med,3,more,small,null,unacc
high,high,,more,med,med,acc
NaN,vhigh,2,2,small,low,unacc
low,low,3,4,small,low,unacc
low,vhigh,4,2,small,high,
low,vhigh,5more,more,med,med,unacc
vhigh,med,2,more,big,high,
med,low,5more,2,small,high,unacc
low,high,4,more,big,high,unacc
high,low,5more,4,big,high,unacc
vhigh,med,5more,more,big,med,unacc
med,low,2,2,small,med,unacc
vhigh,med,2,2,small,high,unacc
null,low,5more,more,big,med,
NaN,med,4,4,med,high,acc
low,med,5more,4,med,med,unacc
med,med,3,more,,med,unacc
low,low,null,4,med,med,unacc
med,,4,2,small,high,unacc
vhigh,low,2,4,med,high,unacc
med,med,3,2,big,med,unacc
med,high,3,more,med,low,unacc
vhigh,low,4,4,big,low,unacc
med,med,4,4,big,high,unacc
vhigh,low,3,4,small,low,unacc
low,low,3,more,small,low,unacc
low,med,5more,more,big,med,acc
low,high,2,more,big,med,unacc
NaN,low,2,more,big,high,good
high,high,2,4,big,high,unacc
high,high,null,2,null,high,acc
low,med,2,more,med,low,
vhigh,low,5more,2,small,med,unacc
med,high,4,2,small,low,acc
vhigh,low,5more,2,big,low,unacc
med,med,5more,4,med,high,
vhigh,med,4,2,big,high,unacc
low,vhigh,4,2,med,med,unacc
high,med,3,more,small,high,unacc
vhigh,,3,more,small,low,vgood
low,vhigh,5more,more,med,low,unacc
high,high,3,more,big,high,unacc
high,low,4,more,big,med,
high,vhigh,5more,more,small,high,unacc
vhigh,vhigh,4,4,small,,unacc
vhigh,low,5more,4,big,low,unacc
high,vhigh,4,2,big,med,unacc
vhigh,low,3,2,med,med,unacc
low,med,NaN,2,small,med,unacc
null,high,5more,more,big,low,acc
high,high,4,4,,med,unacc
med,high,4,more,small,high,unacc
high,med,5more,4,big,low,vgood
med,low,3,more,med,med,unacc
high,high,2,2,med,high,unacc
low,low,3,more,big,high,acc
high,med,2,2,big,low,acc
low,high,5more,4,med,med,vgood
high,high,4,2,big,high,acc
vhigh,high,null,more,small,high,acc
null,vhigh,NaN,4,small,high,unacc
low,vhigh,2,4,big,high,unacc
high,med,5more,more,small,,unacc
vhigh,vhigh,3,4,big,med,unacc
high,low,4,4,small,med,unacc
med,low,NaN,4,med,high,acc
high,med,2,4,med,med,
vhigh,med,4,more,big,high,unacc
high,low,2,4,med,high,unacc
high,low,2,4,med,med,unacc
low,vhigh,4,4,big,low,
low,vhigh,4,4,big,low,acc
high,low,5more,2,small,low,unacc
high,high,2,4,big,med,acc
vhigh,low,2,more,big,low,unacc
high,high,3,more,small,low,unacc
,low,3,more,big,low,acc
low,low,2,2,big,low,
med,med,2,4,med,high,unacc
high,low,5more,4,small,low,unacc
vhigh,high,4,4,small,low,unacc
med,high,5more,2,big,high,unacc
high,med,2,4,small,high,acc
,med,2,more,small,med,unacc
high,vhigh,4,4,big,low,unacc
low,med,null,more,med,low,unacc
,low,4,more,small,high,vgood
low,med,3,2,big,high,unacc
high,med,5more,more,small,high,good
vhigh,vhigh,4,more,big,med,unacc
low,vhigh,4,more,big,low,unacc
low,high,2,4,med,low,unacc
med,low,2,2,med,high,acc
low,high,2,4,small,med,good
,high,3,2,big,med,unacc
vhigh,vhigh,3,more,big,NaN,unacc
high,vhigh,2,more,big,high,acc
low,med,5more,more,big,,unacc
high,med,4,more,small,low,unacc
med,low,4,4,small,low,unacc
high,vhigh,5more,more,med,,unacc
vhigh,med,4,4,big,low,unacc
vhigh,vhigh,4,4,med,low,unacc
low,high,3,more,big,med,unacc
vhigh,high,5more,more,small,low,unacc
high,high,4,more,small,low,good
low,low,5more,4,med,low,unacc
high,high,4,more,big,high,unacc
med,low,3,more,small,med,unacc
high,vhigh,5more,,,med,unacc
vhigh,low,3,,small,med,unacc
,low,3,4,med,high,unacc
med,vhigh,3,2,big,low,unacc
low,med,4,4,big,low,vgood
vhigh,vhigh,3,more,big,low,unacc
vhigh,vhigh,4,,,high,NaN
vhigh,vhigh,4,4,small,low,unacc
med,vhigh,2,4,big,med,unacc
med,high,4,4,med,low,good
vhigh,low,2,4,small,med,acc
low,high,3,4,,low,unacc
vhigh,high,5more,more,big,high,acc
high,med,4,2,med,high,unacc
high,high,2,more,small,med,unacc
low,low,4,2,big,high,
vhigh,,3,,small,med,unacc
low,null,3,4,med,med,unacc
high,low,4,more,small,high,vgood
vhigh,null,3,4,med,low,unacc
vhigh,high,5more,4,big,low,unacc
high,med,,4,small,high,acc
low,high,2,more,big,med,acc
low,low,3,more,med,high,acc
med,high,2,more,med,high,unacc
med,high,3,2,NaN,low,acc
med,vhigh,4,4,big,high,unacc
low,med,5more,4,big,high,unacc
vhigh,med,,4,small,high,unacc
vhigh,vhigh,3,4,small,med,
med,high,3,4,NaN,high,unacc
low,low,3,2,med,low,unacc
med,low,2,2,big,med,unacc
low,med,4,4,med,high,unacc
low,med,4,more,big,high,unacc
med,med,5more,more,small,low,acc
vhigh,vhigh,2,4,med,med,unacc
vhigh,vhigh,3,4,big,low,acc
low,,2,4,small,high,acc
high,vhigh,3,4,med,low,unacc
high,high,5more,,small,med,unacc
,high,4,4,small,,vgood
med,high,3,more,med,high,unacc
vhigh,low,2,4,med,med,acc
high,vhigh,5more,4,,med,unacc
high,high,2,more,null,low,unacc
high,high,5more,4,big,med,unacc
high,med,2,2,null,low,acc
med,high,3,2,med,med,acc
vhigh,,3,more,big,med,unacc
vhigh,vhigh,4,4,med,high,unacc
vhigh,high,,4,big,low,acc
high,high,5more,more,small,low,vgood
low,vhigh,4,4,med,high,acc
med,high,3,2,small,high,
med,med,5more,2,small,low,vgood
med,high,4,2,small,low,unacc
vhigh,vhigh,,4,med,low,unacc
vhigh,vhigh,5more,2,big,med,unacc
med,high,2,more,big,med,unacc
high,low,4,2,big,high,good
low,low,4,2,big,high,unacc
vhigh,vhigh,3,2,med,low,vgood
vhigh,low,4,2,small,high,acc
high,low,3,null,med,low,unacc
high,low,3,more,small,null,vgood
vhigh,med,2,2,big,high,acc
high,low,5more,,null,med,unacc
high,med,4,2,small,low,acc
high,med,3,more,big,low,unacc
low,low,5more,more,small,high,unacc
low,vhigh,2,4,small,high,acc
low,high,4,more,small,low,unacc
null,low,2,more,med,med,acc
high,low,4,2,big,low,unacc
low,vhigh,5more,4,med,high,unacc
low,med,4,2,big,low,NaN
med,low,2,2,med,med,unacc
,vhigh,3,2,small,,good
low,med,4,4,med,med,unacc
med,vhigh,,null,small,low,unacc
med,low,2,4,med,med,acc
low,high,5more,more,med,high,
med,high,3,2,small,med,
low,low,2,2,med,med,unacc
vhigh,high,5more,4,big,high,unacc
vhigh,low,3,more,small,high,unacc
vhigh,high,4,more,null,high,good
low,med,3,more,,low,good
,med,3,4,big,med,unacc
low,med,5more,4,med,med,acc
vhigh,vhigh,2,2,small,med,unacc
med,vhigh,4,4,big,high,unacc
high,high,2,more,med,high,acc
vhigh,low,3,4,small,high,vgood
low,low,3,more,small,low,unacc
low,med,4,4,big,med,unacc
low,low,2,4,med,high,unacc
high,,5more,4,med,high,unacc
,high,4,more,big,high,unacc
low,vhigh,2,2,small,low,unacc
low,med,4,4,med,low,unacc
low,med,3,4,med,med,null
vhigh,low,5more,more,small,low,unacc
vhigh,low,3,4,big,med,unacc
high,high,5more,more,big,high,vgood
med,low,2,2,small,med,unacc
med,vhigh,2,4,small,,unacc
low,low,3,4,med,high,acc
low,vhigh,2,more,big,low,acc
vhigh,vhigh,5more,more,small,low,unacc
vhigh,vhigh,4,2,med,med,vgood
vhigh,med,5more,2,big,high,unacc
vhigh,vhigh,3,more,small,high,unacc
,vhigh,4,more,big,med,acc
vhigh,high,4,more,big,low,acc
med,low,3,2,small,high,acc
vhigh,high,5more,4,big,low,acc
high,low,3,more,big,med,acc
vhigh,high,3,,med,med,vgood
low,high,4,more,big,low,unacc
low,low,5more,2,big,high,unacc
low,low,2,2,med,med,unacc
vhigh,vhigh,5more,more,big,high,vgood
med,high,4,more,big,med,unacc
low,med,2,4,small,low,good
med,vhigh,4,2,,low,unacc
low,vhigh,2,more,small,NaN,unacc
low,vhigh,2,2,small,high,unacc
med,low,3,more,big,med,unacc
high,high,,4,small,low,unacc
low,med,3,4,big,high,unacc
med,low,5more,4,small,low,unacc
low,vhigh,2,4,small,high,unacc
vhigh,med,2,2,small,low,unacc
med,med,5more,4,med,high,unacc
low,med,3,2,small,high,unacc
high,high,,more,big,high,null
vhigh,med,4,4,small,low,unacc
low,med,2,4,med,low,unacc
vhigh,high,2,4,med,med,unacc
high,high,5more,2,small,,unacc
med,vhigh,3,more,big,high,unacc
low,med,2,more,big,high,acc
med,,3,4,NaN,low,good
low,vhigh,3,4,small,high,unacc
low,med,NaN,2,med,low,unacc
,,4,4,small,high,unacc
med,low,3,4,small,low,acc
low,low,5more,2,,low,unacc
high,vhigh,3,more,med,med,acc
high,high,5more,more,med,low,unacc
low,vhigh,2,2,med,high,unacc
med,med,3,more,big,low,unacc
high,vhigh,null,4,big,high,unacc
low,low,4,more,small,med,unacc
vhigh,low,2,more,small,low,unacc
low,low,2,4,big,NaN,unacc
med,low,4,more,big,high,unacc
low,vhigh,2,2,small,low,unacc
vhigh,,2,4,big,high,unacc
vhigh,low,3,2,big,,unacc
low,high,4,,small,med,unacc
vhigh,low,5more,more,med,low,unacc
low,low,4,2,big,high,acc
,med,4,4,small,high,acc
med,high,5more,4,med,med,unacc
med,med,4,4,med,high,unacc
high,low,2,4,big,low,unacc
low,med,2,2,small,med,unacc
med,vhigh,4,2,med,high,good
low,high,,2,big,low,vgood
vhigh,low,5more,4,big,low,unacc
med,low,5more,2,med,low,unacc
high,high,2,2,med,med,unacc
med,med,2,4,big,high,unacc
high,vhigh,2,more,med,high,unacc
vhigh,vhigh,5more,more,small,high,unacc
low,med,3,4,med,high,unacc
vhigh,vhigh,5more,more,big,low,unacc
vhigh,high,,4,big,,unacc
vhigh,vhigh,5more,more,med,high,acc
vhigh,med,5more,more,small,high,unacc
vhigh,med,2,2,big,med,unacc
low,low,5more,4,big,med,unacc
,high,4,4,big,low,unacc
vhigh,vhigh,3,more,med,low,unacc
med,low,,2,med,med,unacc
high,,4,more,big,high,good
high,low,2,4,big,low,unacc
,med,5more,4,small,med,unacc
med,high,,more,big,low,unacc
med,high,,4,small,med,acc
med,med,3,more,big,low,unacc
med,high,2,4,med,med,unacc
vhigh,low,5more,2,small,high,unacc
high,high,3,2,big,high,unacc
med,vhigh,3,more,med,med,unacc
med,med,2,4,med,low,unacc
low,low,NaN,more,med,med,unacc
high,low,2,4,med,low,unacc
high,med,3,null,big,,unacc
vhigh,vhigh,5more,2,big,med,acc
high,low,5more,more,small,low,acc
med,low,5more,4,small,low,acc
low,high,5more,more,big,high,acc
high,med,2,2,small,med,unacc
low,med,5more,2,med,high,unacc
med,med,3,more,med,low,unacc
low,med,5more,4,small,med,unacc
high,low,4,4,big,med,unacc
high,NaN,4,more,med,low,unacc
vhigh,vhigh,4,4,small,high,unacc
med,vhigh,3,2,big,,unacc
vhigh,vhigh,5more,more,big,high,unacc
vhigh,high,4,4,big,low,unacc
med,high,4,4,med,low,unacc
high,low,5more,more,med,high,
low,low,4,2,small,med,unacc
vhigh,low,4,more,med,low,vgood
high,low,2,2,med,low,unacc
high,med,3,more,small,low,unacc
,high,2,more,med,med,unacc
vhigh,vhigh,4,2,med,low,vgood
vhigh,vhigh,5more,4,med,low,unacc
high,high,3,4,big,low,unacc
med,med,null,2,med,low,unacc
med,vhigh,5more,more,big,med,unacc
vhigh,high,4,2,med,med,unacc
low,low,,4,med,med,unacc
high,vhigh,3,4,small,low,unacc
low,low,2,4,med,high,unacc
vhigh,med,2,2,null,high,unacc
high,vhigh,2,4,small,low,unacc
med,vhigh,4,2,big,med,unacc
med,high,5more,more,small,med,acc
low,vhigh,2,more,med,med,unacc
vhigh,vhigh,2,4,big,low,unacc
low,high,2,4,med,med,unacc
vhigh,vhigh,2,4,small,high,unacc
med,high,3,more,big,high,unacc
,med,5more,4,big,high,good
med,low,5more,more,small,low,vgood
low,med,5more,4,med,med,acc
high,med,NaN,2,big,high,unacc
vhigh,med,2,more,small,low,unacc
med,med,4,4,med,high,unacc
vhigh,high,4,4,small,med,unacc
med,,4,,med,low,unacc
vhigh,vhigh,3,2,small,high,good
med,vhigh,,4,med,med,unacc
med,med,5more,more,big,high,unacc
vhigh,med,2,more,big,low,unacc
med,vhigh,5more,2,big,med,unacc
med,med,5more,more,big,med,unacc
med,high,2,more,NaN,low,unacc
low,high,5more,4,,null,unacc
med,med,5more,4,med,high,acc
vhigh,high,5more,2,big,low,unacc
vhigh,vhigh,2,2,med,high,acc
low,high,3,4,med,med,NaN
med,med,5more,2,med,high,acc
low,high,4,4,small,high,unacc
low,med,3,more,big,med,acc
med,med,3,more,small,med,unacc
vhigh,high,2,more,small,med,unacc
med,med,3,more,med,med,unacc
low,low,,4,med,med,unacc
high,high,2,2,big,med,unacc
low,low,2,more,small,high,unacc
vhigh,vhigh,2,more,small,high,vgood
med,med,2,more,,low,unacc
high,low,2,2,med,low,unacc
low,med,4,4,big,low,unacc
low,med,3,2,med,high,unacc
low,vhigh,2,more,small,high,good
med,high,2,4,small,high,unacc
med,high,5more,4,med,med,vgood
low,vhigh,,2,med,high,unacc
med,med,2,more,small,low,unacc
null,vhigh,5more,2,med,med,unacc
high,high,5more,2,small,high,unacc
vhigh,med,3,more,small,low,unacc
med,high,,more,small,med,unacc
med,vhigh,3,more,med,low,unacc
low,low,3,null,small,med,acc
high,low,5more,more,big,low,unacc
med,vhigh,5more,4,small,med,
med,med,,2,small,med,unacc
med,low,4,4,small,low,unacc
low,low,5more,2,med,low,unacc
high,vhigh,5more,4,med,high,unacc
med,vhigh,5more,4,small,,unacc
med,low,3,more,med,NaN,unacc
low,low,4,4,big,low,unacc
vhigh,med,2,2,big,med,acc
low,vhigh,3,more,med,low,vgood
,med,4,2,big,med,unacc
high,vhigh,5more,null,small,low,unacc
high,vhigh,4,4,small,low,acc
med,vhigh,5more,more,small,high,unacc
vhigh,NaN,3,2,big,low,unacc
low,high,5more,2,big,med,unacc
med,med,4,2,big,med,unacc
med,vhigh,2,4,med,med,unacc
med,med,5more,4,med,med,unacc
low,low,4,4,small,low,unacc
null,med,3,2,med,med,acc
low,high,3,2,med,low,unacc
med,vhigh,5more,more,med,low,unacc
high,vhigh,5more,2,med,low,unacc
vhigh,high,4,more,med,low,unacc
med,vhigh,4,2,med,med,unacc
high,high,3,4,big,high,good
high,low,2,2,small,high,unacc
high,low,3,more,med,low,acc
med,vhigh,3,more,med,med,acc
vhigh,high,2,4,small,high,unacc
high,high,3,,med,low,unacc
med,,4,more,,high,unacc
high,med,3,2,big,,acc
low,high,2,2,big,high,acc
high,vhigh,4,2,big,high,
med,vhigh,4,2,small,med,acc
high,vhigh,5more,,med,high,unacc
high,high,4,4,big,high,unacc
low,low,5more,more,small,low,unacc
low,vhigh,5more,2,med,med,unacc
med,high,4,2,med,med,unacc
vhigh,high,5more,4,big,low,unacc
vhigh,high,5more,,small,med,unacc
vhigh,NaN,4,more,big,low,null
vhigh,high,5more,4,small,med,unacc
med,low,5more,2,big,low,unacc
med,vhigh,3,4,big,high,unacc
low,vhigh,5more,4,small,high,acc
low,low,4,more,med,NaN,unacc
